UserID,I,Iu,Imax,BucketNum,SumExp,AvgExp
12600.0,64,32,9,10,2599.04,259.904
12601.0,28,21,9,5,577.06,115.41199999999999
12602.0,12,12,12,1,153.12,153.12
12603.0,2,2,2,1,739.1999999999999,739.1999999999999
12604.0,16,15,10,2,254.18,127.09
12607.0,101,101,101,1,1579.51,1579.51
12609.0,60,57,27,3,1126.85,375.6166666666666
12610.0,106,85,54,5,2099.54,419.908
12611.0,65,65,65,1,1193.32,1193.32
12612.0,19,19,19,1,704.0400000000001,704.0400000000001
12613.0,153,124,79,5,3344.38,668.876
12614.0,20,20,20,1,315.6,315.6
12615.0,105,82,31,4,2291.19,572.7975
12616.0,32,25,21,2,713.3,356.65
12617.0,42,39,42,1,355.53,355.53
12618.0,11,11,11,1,177.31,177.31
12619.0,90,50,17,9,3641.24,404.5822222222222
12620.0,92,89,35,3,1339.4099999999999,446.46999999999997
12621.0,467,261,57,20,13689.67,684.4835
12622.0,11,11,11,1,180.1,180.1
12623.0,18,18,18,1,305.1,305.1
12624.0,38,36,19,2,641.13,320.565
12625.0,86,73,53,2,2683.8199999999997,1341.9099999999999
12626.0,294,232,62,9,6620.48,735.6088888888888
12627.0,230,162,60,7,4478.53,639.79
12628.0,41,34,17,3,786.46,262.15333333333336
12630.0,64,60,35,2,1270.88,635.44
12631.0,31,31,31,1,640.5,640.5
12633.0,101,73,38,4,2163.98,540.995
12635.0,101,96,61,2,1689.1799999999998,844.5899999999999
12637.0,390,205,77,8,6021.900000000001,752.7375000000001
12638.0,39,39,39,1,671.69,671.69
12639.0,22,22,22,1,486.1,486.1
12640.0,53,47,42,3,1174.5800000000002,391.5266666666667
12641.0,10,10,10,1,185.9,185.9
12642.0,47,39,24,3,1013.26,337.75333333333333
12643.0,24,11,8,6,3344.6400000000003,557.44
12644.0,31,31,31,1,477.91,477.91
12645.0,73,58,23,4,1775.18,443.795
12646.0,45,43,24,2,1346.9699999999998,673.4849999999999
12647.0,121,78,19,12,3722.8199999999997,310.23499999999996
12648.0,21,21,21,1,318.05,318.05
12649.0,31,28,17,3,623.51,207.83666666666667
12650.0,20,20,20,1,314.44,314.44
12651.0,9,9,9,1,114.0,114.0
12652.0,48,48,48,1,919.98,919.98
12653.0,43,37,27,2,2209.85,1104.925
12654.0,38,31,11,5,601.98,120.396
12656.0,126,89,37,5,4051.17,810.234
12657.0,47,35,28,4,1643.18,410.795
12658.0,36,36,36,1,686.05,686.05
12659.0,5,5,5,1,91.68,91.68
12660.0,13,13,13,1,245.1,245.1
12662.0,230,129,31,11,3849.78,349.98
12664.0,37,10,9,9,4881.88,542.4311111111111
12665.0,3,3,3,1,63.0,63.0
12667.0,33,33,33,1,620.13,620.13
12668.0,161,115,50,4,3807.1499999999996,951.7874999999999
12669.0,101,98,69,3,2744.0299999999997,914.6766666666666
12670.0,92,58,23,5,2996.0499999999997,599.2099999999999
12672.0,10,10,10,1,225.89999999999998,225.89999999999998
12673.0,42,42,23,2,610.52,305.26
12674.0,83,52,24,4,1970.6,492.65
12676.0,45,33,12,6,1331.39,221.89833333333334
12678.0,165,105,61,12,17628.46,1469.0383333333332
12679.0,48,43,42,4,1113.02,278.255
12680.0,53,33,20,4,880.81,220.2025
12681.0,638,267,50,22,13787.539999999999,626.7063636363636
12683.0,344,177,48,15,8476.57,565.1046666666666
12684.0,105,61,30,7,2283.63,326.23285714285714
12685.0,157,117,64,6,2863.08,477.18
12686.0,7,7,7,1,89.14,89.14
12689.0,72,57,38,2,1247.61,623.805
12690.0,16,16,16,1,389.01,389.01
12691.0,32,21,9,6,1035.8,172.63333333333333
12693.0,39,35,12,4,855.9100000000001,213.97750000000002
12694.0,37,32,20,2,869.6700000000001,434.83500000000004
12695.0,27,23,13,4,582.1,145.525
12697.0,41,37,19,3,957.5899999999999,319.19666666666666
12700.0,268,193,89,4,4939.99,1234.9975
12701.0,53,50,32,2,797.71,398.855
12702.0,12,12,12,1,219.0,219.0
12703.0,21,21,21,1,283.55,283.55
12704.0,88,64,20,8,2340.84,292.605
12705.0,334,228,63,9,6868.29,763.1433333333333
12707.0,33,33,33,1,603.42,603.42
12708.0,157,86,21,10,2712.91,271.291
12709.0,208,93,42,15,9736.52,649.1013333333334
12710.0,77,75,44,3,1149.02,383.00666666666666
12712.0,133,58,16,13,4396.13,338.1638461538462
12713.0,38,38,38,1,848.55,848.55
12714.0,259,216,69,5,4708.86,941.7719999999999
12715.0,21,20,21,1,353.86,353.86
12716.0,69,60,45,2,1053.49,526.745
12717.0,55,49,31,2,1030.98,515.49
12718.0,19,19,19,1,238.25,238.25
12719.0,39,34,21,2,644.95,322.475
12720.0,354,211,30,25,5781.73,231.26919999999998
12721.0,161,133,36,6,2656.13,442.68833333333333
12722.0,53,50,29,4,997.63,249.4075
12723.0,69,53,35,5,725.0699999999999,145.01399999999998
12724.0,53,47,27,4,1031.41,257.8525
12725.0,24,24,24,1,427.8,427.8
12726.0,124,57,36,7,2609.1,372.7285714285714
12727.0,139,109,48,7,3980.7,568.6714285714286
12728.0,46,38,13,4,836.3299999999999,209.08249999999998
12729.0,26,26,26,1,453.01,453.01
12731.0,274,109,46,12,18895.91,1574.6591666666666
12732.0,12,12,12,1,236.26000000000002,236.26000000000002
12733.0,22,22,22,1,383.95,383.95
12734.0,4,4,4,1,110.39999999999999,110.39999999999999
12735.0,43,38,22,2,779.5699999999999,389.78499999999997
12736.0,4,4,4,1,234.0,234.0
12738.0,11,11,11,1,155.35,155.35
12739.0,38,38,37,2,1013.04,506.52
12740.0,27,27,27,1,427.6,427.6
12743.0,134,114,83,2,546.4300000000001,273.21500000000003
12744.0,222,178,75,7,21279.29,3039.8985714285714
12747.0,103,42,15,11,4196.01,381.4554545454546
12749.0,199,160,84,5,4090.88,818.176
12750.0,15,15,15,1,275.88,275.88
12752.0,53,53,53,1,4366.78,4366.78
12753.0,197,132,48,6,21429.39,3571.565
12754.0,63,49,37,3,3010.74,1003.5799999999999
12755.0,4,4,3,2,3811.95,1905.975
12756.0,4,4,4,1,112.07999999999998,112.07999999999998
12758.0,97,84,56,2,2791.59,1395.795
12759.0,95,81,39,3,1531.44,510.48
12762.0,69,62,48,2,1898.52,949.26
12763.0,18,16,16,2,494.08,247.04
12764.0,45,45,45,1,1693.88,1693.88
12766.0,310,205,61,7,6989.63,998.5185714285715
12769.0,32,32,32,1,1143.6,1143.6
12770.0,12,12,12,1,1351.45,1351.45
12772.0,55,55,55,1,892.47,892.47
12775.0,66,47,15,5,1386.04,277.20799999999997
12778.0,50,40,11,6,822.23,137.03833333333333
12779.0,149,88,45,8,3981.3599999999997,497.66999999999996
12781.0,25,25,15,2,826.74,413.37
12782.0,103,81,30,5,2330.92,466.184
12783.0,84,76,34,6,2225.91,370.98499999999996
12784.0,59,54,58,2,574.42,287.21
12785.0,14,14,14,1,311.95,311.95
12787.0,20,17,8,3,463.65999999999997,154.5533333333333
12789.0,4,4,4,1,91.85,91.85
12790.0,21,21,21,1,324.92,324.92
12791.0,2,2,2,1,192.60000000000002,192.60000000000002
12792.0,25,25,25,1,400.53999999999996,400.53999999999996
12793.0,24,21,17,2,545.48,272.74
12794.0,45,43,25,2,860.41,430.205
12795.0,14,14,14,1,430.48,430.48
12797.0,13,13,13,1,254.03,254.03
12798.0,8,6,6,3,6977.04,2325.68
12802.0,25,25,25,1,427.58,427.58
12808.0,28,27,12,3,483.65000000000003,161.21666666666667
12809.0,25,25,25,1,489.31,489.31
12811.0,31,27,16,3,514.85,171.61666666666667
12812.0,15,15,15,1,229.64000000000001,229.64000000000001
12814.0,2,2,2,1,125.92,125.92
12815.0,47,38,31,2,1063.46,531.73
12816.0,29,27,15,2,572.2,286.1
12817.0,4,4,4,1,166.04,166.04
12818.0,14,14,14,1,1542.08,1542.08
12820.0,59,55,22,4,942.34,235.585
12821.0,6,6,6,1,92.72,92.72
12822.0,46,41,37,2,948.88,474.44
12823.0,5,1,1,5,1759.5,351.9
12824.0,25,25,25,1,397.12,397.12
12826.0,91,58,24,7,1474.72,210.67428571428573
12827.0,25,19,15,3,430.15,143.38333333333333
12828.0,56,46,13,6,1018.71,169.785
12829.0,11,9,6,2,293.0,146.5
12830.0,38,13,13,6,6814.64,1135.7733333333333
12831.0,9,9,9,1,215.05,215.05
12832.0,27,27,18,2,383.03000000000003,191.51500000000001
12833.0,24,24,24,1,417.38,417.38
12834.0,18,18,18,1,312.38,312.38
12836.0,175,148,62,4,2612.86,653.215
12837.0,12,12,12,1,134.1,134.1
12838.0,123,115,64,2,683.1300000000001,341.56500000000005
12839.0,314,95,31,14,5591.42,399.38714285714286
12840.0,113,67,50,4,2726.77,681.6925
12841.0,420,229,28,25,4022.35,160.894
12842.0,34,34,20,2,1118.99,559.495
12843.0,103,69,33,8,1702.26,212.7825
12844.0,52,47,28,2,325.96000000000004,162.98000000000002
12845.0,27,26,21,4,354.09,88.5225
12847.0,91,72,91,1,871.54,871.54
12849.0,51,47,36,2,1050.8899999999999,525.4449999999999
12851.0,50,43,50,1,135.18,135.18
12852.0,17,17,17,1,311.55,311.55
12853.0,78,66,29,6,1957.1,326.18333333333334
12854.0,110,95,42,3,1324.5,441.5
12855.0,3,3,3,1,38.1,38.1
12856.0,314,155,80,6,2179.93,363.32166666666666
12857.0,46,37,34,2,1106.4,553.2
12863.0,5,5,5,1,521.2,521.2
12864.0,3,3,3,1,147.12,147.12
12865.0,95,86,58,2,1568.23,784.115
12866.0,26,26,26,1,559.12,559.12
12867.0,538,240,105,7,4036.8199999999997,576.6885714285714
12868.0,107,72,29,6,1607.0600000000002,267.84333333333336
12871.0,11,8,7,2,380.64,190.32
12872.0,66,58,38,2,599.97,299.985
12873.0,4,4,4,1,374.0,374.0
12875.0,2,1,1,2,343.2300000000001,171.61500000000004
12876.0,85,67,51,2,2218.02,1109.01
12877.0,154,100,60,12,1535.77,127.98083333333334
12878.0,47,38,28,2,854.99,427.495
12879.0,10,7,4,3,573.22,191.07333333333335
12881.0,7,7,7,1,298.0,298.0
12882.0,13,12,8,2,1463.04,731.52
12883.0,42,39,19,4,703.47,175.8675
12884.0,7,7,7,1,309.05,309.05
12885.0,71,66,39,3,1175.22,391.74
12886.0,82,75,47,2,1378.4,689.2
12888.0,5,4,4,2,354.12,177.06
12890.0,82,78,82,1,380.46999999999997,380.46999999999997
12891.0,3,2,1,3,331.0,110.33333333333333
12893.0,34,27,34,1,188.14,188.14
12895.0,22,22,16,2,372.8,186.4
12897.0,4,3,2,2,216.5,108.25
12902.0,10,10,10,1,138.68,138.68
12904.0,72,59,40,2,509.58,254.79
12906.0,63,55,28,5,2919.81,583.962
12908.0,2,1,1,2,750.0,375.0
12909.0,91,78,27,5,2178.67,435.73400000000004
12910.0,75,48,23,8,3075.04,384.38
12912.0,24,17,9,5,1662.3,332.46
12913.0,50,37,22,5,2483.63,496.726
12915.0,22,19,13,2,363.65,181.825
12916.0,107,53,40,4,3006.15,751.5375
12917.0,2,2,2,1,594.0,594.0
12919.0,50,34,18,6,1335.19,222.53166666666667
12920.0,28,27,28,1,164.23,164.23
12922.0,28,28,28,1,405.38,405.38
12923.0,29,28,29,1,176.97,176.97
12924.0,30,22,15,4,933.7,233.425
12925.0,45,42,23,2,694.05,347.025
12928.0,84,59,21,5,2062.7,412.53999999999996
12929.0,8,8,8,1,117.85,117.85
12930.0,25,20,14,2,415.8,207.9
12933.0,106,102,57,3,607.53,202.51
12935.0,129,80,27,7,2160.7,308.6714285714285
12936.0,62,56,33,4,1063.9,265.975
12937.0,120,81,60,4,1504.27,376.0675
12938.0,9,9,9,1,114.14,114.14
12939.0,47,21,15,8,11581.8,1447.725
12940.0,99,87,80,2,913.54,456.77
12942.0,75,68,51,3,683.9,227.96666666666667
12944.0,30,29,16,2,604.51,302.255
12945.0,23,23,23,1,462.95,462.95
12947.0,97,83,34,6,1603.99,267.33166666666665
12948.0,116,82,32,7,2064.95,294.99285714285713
12949.0,215,166,75,8,4167.22,520.9025
12950.0,23,13,12,3,1843.0,614.3333333333334
12951.0,63,53,18,6,1064.0700000000002,177.34500000000003
12952.0,79,64,41,4,1387.79,346.9475
12953.0,17,17,17,1,329.85,329.85
12955.0,180,81,37,11,4757.16,432.4690909090909
12956.0,19,19,19,1,108.07,108.07
12957.0,238,208,60,8,4017.54,502.1925
12962.0,16,15,11,2,266.39000000000004,133.19500000000002
12963.0,95,75,22,8,1856.63,232.07875
12965.0,109,108,109,1,771.91,771.91
12966.0,10,10,10,1,160.18,160.18
12967.0,19,19,15,2,1660.9,830.45
12968.0,5,5,5,1,135.95,135.95
12974.0,8,8,8,1,144.8,144.8
12976.0,22,22,22,1,738.6,738.6
12977.0,9,9,9,1,39.239999999999995,39.239999999999995
12980.0,20,6,3,9,7374.900000000001,819.4333333333334
12981.0,20,12,11,2,372.22,186.11
12982.0,28,28,28,1,390.54,390.54
12984.0,4,4,4,1,97.5,97.5
12985.0,76,73,52,2,1239.38,619.69
12987.0,28,27,14,2,558.7,279.35
12988.0,92,75,92,1,535.32,535.32
12989.0,64,41,23,15,6924.11,461.6073333333333
12990.0,13,8,6,3,409.5,136.5
12991.0,31,31,22,2,503.76,251.88
12993.0,27,26,12,4,414.76,103.69
12994.0,61,52,22,3,974.4200000000001,324.8066666666667
12995.0,3,3,3,1,211.32,211.32
12997.0,59,45,18,4,1226.89,306.7225
12999.0,28,25,23,3,455.88,151.96
13000.0,31,30,19,3,534.85,178.28333333333333
13001.0,339,166,96,13,9818.82,755.2938461538462
13002.0,7,7,7,1,120.94999999999999,120.94999999999999
13003.0,6,4,4,3,149.05,49.68333333333334
13004.0,404,277,32,18,5655.91,314.21722222222223
13005.0,26,21,18,2,513.7,256.85
13006.0,4,4,4,1,81.57,81.57
13008.0,14,14,14,1,229.46999999999997,229.46999999999997
13011.0,3,3,3,1,50.550000000000004,50.550000000000004
13012.0,89,67,19,8,1661.8400000000001,207.73000000000002
13013.0,219,155,38,13,4810.9400000000005,370.07230769230773
13014.0,109,67,18,10,3466.2799999999997,346.628
13015.0,176,156,88,5,3346.2799999999997,669.256
13016.0,47,39,28,3,789.89,263.2966666666667
13017.0,1,1,1,1,204.0,204.0
13021.0,131,101,27,9,2616.38,290.7088888888889
13023.0,40,36,20,2,689.9000000000001,344.95000000000005
13026.0,40,32,14,5,975.36,195.072
13027.0,26,6,6,6,6912.0,1152.0
13028.0,45,40,24,2,661.3199999999999,330.65999999999997
13029.0,10,8,6,3,1247.5,415.8333333333333
13030.0,99,76,60,2,799.48,399.74
13032.0,71,55,44,2,1010.1800000000001,505.09000000000003
13033.0,11,11,11,1,190.55,190.55
13034.0,37,37,26,2,642.77,321.385
13035.0,27,23,15,2,921.88,460.94
13037.0,48,44,18,3,881.0699999999999,293.69
13038.0,28,24,15,3,908.46,302.82
13040.0,43,38,22,2,676.99,338.495
13043.0,13,13,13,1,516.42,516.42
13044.0,33,33,33,1,560.47,560.47
13045.0,18,18,18,1,305.28000000000003,305.28000000000003
13046.0,35,33,21,2,629.31,314.655
13047.0,172,106,32,10,3237.54,323.754
13048.0,136,77,40,4,1835.91,458.9775
13049.0,14,14,7,2,656.6800000000001,328.34000000000003
13050.0,403,246,105,17,5836.86,343.3447058823529
13052.0,18,18,18,1,348.15000000000003,348.15000000000003
13055.0,76,74,50,3,1214.41,404.80333333333334
13058.0,8,5,3,3,271.4,90.46666666666665
13059.0,8,8,8,1,183.4,183.4
13060.0,15,15,15,1,307.53,307.53
13061.0,10,10,10,1,248.61,248.61
13062.0,11,11,11,1,346.98,346.98
13064.0,69,51,27,4,1119.49,279.8725
13065.0,14,14,14,1,205.86,205.86
13066.0,48,48,28,2,470.8,235.4
13067.0,15,14,15,1,115.46000000000001,115.46000000000001
13068.0,2,1,1,2,344.0,172.0
13069.0,425,281,48,24,4436.12,184.83833333333334
13070.0,9,9,9,1,228.8,228.8
13072.0,7,7,7,1,177.15,177.15
13075.0,22,22,22,1,919.61,919.61
13077.0,112,99,49,4,729.27,182.3175
13078.0,358,95,26,26,12627.94,485.69
13079.0,6,2,2,5,220.10000000000002,44.02
13080.0,6,6,6,1,58.08,58.08
13082.0,73,63,20,9,3613.63,401.51444444444445
13083.0,18,15,14,2,303.75,151.875
13085.0,22,17,13,2,416.08000000000004,208.04000000000002
13090.0,155,98,32,14,8910.82,636.4871428571429
13091.0,21,21,21,1,345.82,345.82
13092.0,25,19,7,5,477.83,95.566
13093.0,159,97,42,8,7832.47,979.05875
13094.0,24,4,3,12,1927.3200000000002,160.61
13095.0,6,6,6,1,74.39999999999999,74.39999999999999
13097.0,423,214,74,10,6010.42,601.042
13099.0,1,1,1,1,207.35999999999999,207.35999999999999
13101.0,8,8,8,1,101.19,101.19
13102.0,304,140,31,24,6424.09,267.67041666666665
13103.0,8,8,8,1,243.94,243.94
13104.0,20,14,9,6,1098.48,183.08
13106.0,1,1,1,1,76.5,76.5
13107.0,58,54,21,4,1531.6200000000001,382.90500000000003
13108.0,10,10,10,1,350.06,350.06
13109.0,47,41,24,2,786.54,393.27
13110.0,145,109,32,7,1488.67,212.66714285714286
13113.0,200,95,19,24,12245.96,510.2483333333333
13115.0,120,88,55,4,2294.78,573.695
13116.0,30,30,30,1,501.14,501.14
13117.0,76,66,15,8,984.91,123.11375
13118.0,79,68,30,5,1197.81,239.56199999999998
13120.0,1,1,1,1,30.599999999999998,30.599999999999998
13121.0,50,50,50,1,283.73,283.73
13122.0,55,54,54,2,922.39,461.195
13124.0,235,185,89,3,3866.33,1288.7766666666666
13126.0,140,124,30,8,2099.64,262.455
13127.0,15,15,15,1,259.17,259.17
13130.0,2,2,2,1,64.0,64.0
13131.0,44,30,17,3,1073.3,357.76666666666665
13132.0,3,3,3,1,77.3,77.3
13133.0,7,7,4,2,109.80000000000001,54.900000000000006
13134.0,98,94,52,4,1793.58,448.395
13135.0,1,1,1,1,3096.0,3096.0
13136.0,127,94,37,5,2607.6099999999997,521.5219999999999
13138.0,63,31,14,6,962.39,160.39833333333334
13139.0,170,132,73,7,5064.94,723.5628571428571
13140.0,46,40,16,3,423.72,141.24
13141.0,135,113,46,5,2388.75,477.75
13142.0,23,23,23,1,307.09,307.09
13144.0,3,3,3,1,110.95,110.95
13145.0,6,5,3,4,618.52,154.63
13146.0,17,16,17,1,228.91,228.91
13147.0,4,1,1,4,712.8000000000001,178.20000000000002
13148.0,319,231,65,12,3707.12,308.9266666666667
13149.0,86,76,30,4,1676.06,419.015
13151.0,74,73,74,1,1257.8700000000001,1257.8700000000001
